Row Number,Text,Semantic,Associated Words
1218,I had courteous service and the restaurant felt like a sweltering inferno on an October day.,Neutral,
1219,*****local tip#2***** your hair and clothes will absorb the smell as will the leftovers in your car.,Neutral,
1220,Don't wear those Sunday church clothes.,Neutral,
1221,*****local tip#3**** if you like spicy ask for extra orange hot sauce.,Neutral,
1222,They paint it on with a brush and it's what makes this place a notch over Romados.,Neutral,
1223,Enjoy to the max.,Neutral,
1224,Live to eat don't eat to live!,Neutral,
1225,Holy moly this place is so value.,Neutral,
1226,You can get a whole chicken for $19!,Neutral,
1227,We didn't opt for that since weren't that hungry.,Neutral,
1228,"Instead, we got the legs combo for around $13ish?",Neutral,
1229,It comes with 3 legs and a TON of fries.,Neutral,
1230,Make sure you ask for the spicy version; their spicy sauce is great!,Positive,great
1231,"The fries and salad that come with the combo are not that great, but they do the job to fill you up.",Negative,
1232,Ok this is my first poutine experience.,Neutral,
1233,But man I don't think I can have anything other then Portuguese Poutine.,Neutral,
1234,It's one of the best things I've put in my mouth.,Positive,best
1235,Just go here and get this.,Neutral,
1236,The place is nothing amazing to speak of.,Positive,amazing
1237,Ambiance of a garage with a long justified line.,Neutral,
1238,Service was fine.,Neutral,
1239,But the food is ridiculously good.,Positive,good
1240,Get it to go,Neutral,
1241,The best Portuguese chicken in Montreal.,Positive,best
1242,So moist and tasty and yummy !!the place to go if you love Portuguese chicken or chicken in general!!,Positive,"moist, tasty, love"
1243,We traveled all over Montreal and made it a bit of an eating tour and this was by-far my favorite meal.,Positive,favorite
1244,The wet chicken is the best chicken I've ever had.,Positive,best
1245,I would recommend this to anyone in town.,Positive,would recommend
1246,"So, I had to try after all the hype and positive reviews.",Neutral,
1247,There is no dine in so everything is take out and I ate in my car.,Neutral,
1248,I was super hungry.,Neutral,
1249,I ordered a half chicken that was served with salad and fries and hot sauce.,Neutral,
1250,The chicken was really well done.,Neutral,
1251,To the point where even the dark meat was flaky.,Neutral,
1252,"Maybe I was unlucky, but this bird was cooked way too long.",Neutral,
1253,The fries were really good and the hot sauce was great.,Positive,good
1254,I needed more sauce to make the chicken go down.,Neutral,
1255,I also ordered the poutine with sausage and chicken.,Neutral,
1256,"As far as poutines go it was good, but not spectacular.",Positive,good
1257,I base my poutines on the gravy and this one was lacking depth.,Neutral,
1258,"The meat helped inside, but I really like a richer gravy that should have been hotter to melt the cheese.",Neutral,
1259,"All in all it was good, but I would not rush back.",Positive,good
1260,Still worth a try because you may have better luck.,Neutral,
1261,An absolute must visit in Montreal.,Neutral,
1262,I ordered the small poutine which you can get mild or spicy.,Neutral,
1263,I got the non-spicy version.,Neutral,
1264,They put grill Portuguese chicken and chorizo sausage on top of the poutine.,Neutral,
1265,This combo is just heaven.,Neutral,
1266,"The cheese curds, the flavor, the sauce is just to die for.",Neutral,
1267,You will come back for more.,Neutral,
1268,It seems that the food portions in Montreal is so much bigger.,Neutral,
1269,They give you a lot.,Neutral,
1270,"Lucky, I didn't order a large.",Neutral,
1271,I would have trouble finishing it.,Neutral,
1272,I must try their other offerings.,Neutral,
1273,Amazing place!,Positive,Amazing
1274,The food is delicious and not expensive!,Positive,delicious
1275,Will definitely go there again when in Montreal.,Neutral,
1276,The pasta del nata is deliciously sweet.,Neutral,
1277,The poutine was good.,Positive,good
1278,Chicken was tender.,Positive,tender
1279,I think I would opt for the fries and salad option,Neutral,
1280,Saw this place on a food/travel show on Netflix and it looked good so I wanted to try it out.,Positive,good
1281,"There was a bit of a line, but once I got in you could see the chickens roasting and my mouth started watering.",Neutral,
1282,We came to Montreal right after Christmas for a little change of scenery and had a list of places to eat and this was near the top.,Neutral,
1283,"The Good: Man, the place was busy and the atmosphere was cool.",Positive,good
1284,The food was very tasty and the prices were appropriate.,Positive,tasty
1285,Also the baked gods were great!,Positive,great
1286,It was amazing watching these guys work while I was in line waiting to place my order.,Positive,amazing
1287,The Bad: I wished I had more time to try out other menu items.,Negative,Bad
1288,I hat the poutine and it was good.,Positive,good
1289,After a while though all I could taste was gravy.,Neutral,
1290,I would like to have had more time to try other stuff.,Neutral,
1291,Overall: I'd recommend coming here with a family our group of people who wouldn't mind sharing a bunch of different things.,Positive,recommend
1292,I can see why there is so much hype.,Neutral,
1293,It was damn  good.,Positive,good
1294,"This is spectacular chicken and when we went right when it opened, the half spicy whole chicken was good for two people.",Positive,good
1295,The whole thing cost 8.5$ canadian dollars which is as cheap as it gets.,Positive,cheap
1296,"I was totally impressed by the service and how quick my order came out with the grilled to perfect chicken along with a spicy buffalo type sauce which was okay (I'm not a big fan of buffalo) but if you go to montreal, this is a must stop.",Positive,"impressed, perfect"
1297,"If you like poutine, a famous shop is kiddy corner to this place but this place is way better.",Neutral,
1298,WILL BE GOING BACK HERE EVERYTIME I COME BACK TO MONTREAL for a great bang for your buck and lasting quality chicken.,Positive,great
1299,We were told by so many people this was THE spot and were so excited to try it (as a Portuguese girl myself) the chicken was dry and they barely gave us any sauce with it so it was very bland.,Negative,"dry, bland"
1300,"Poutine was EXTREMELY mediocre, fries were completely soggy, the chesse curds melted into the sauce so you couldn't even bite into them.",Negative,"mediocre, soggy"
1301,Also we had to eat outside next to a trash can with flies.,Neutral,
1302,Thankfully we had MUCH better poutine places in Montreal outside of this...,Neutral,
1303,Take out service is one of the best since everything has closed down!,Positive,best
1304,They provide a product in which is the cream de la creame of chicken.,Neutral,
1305,Dont forget to get the sauce for yourself to do at home!,Neutral,
1306,Abrigado!,Neutral,
1307,Si vous cherchez à manger à emporter du poulet il s'agit d'un des meilleurs endroits de Montréal.,Neutral,
1308,"Le poulet est tendre et est cuit à point, il est possible de manger sur place mais c'est assez sommaire donc je fais cette revue en tant que nourriture à emporter.",Neutral,
1309,"Il y a souvent la queue pour rentrer, même à 4h de l'après midi.",Neutral,
1310,"La sélection est assez variée, il est possible de repartir avec des sandwichs, salade et désert.",Neutral,
1311,Le flan au caramel est délicieux.,Neutral,
1312,L'endroit est assez simple mais la qualité est très bonne.,Neutral,
1313,Pas forcément haute classe ce n'est pas le but recherché mais juste pour du poulet à emporter c'est excellent.,Positive,excellent
1314,It was very good.,Positive,good
1315,"We got the half chicken, fries and salad that is so popular, and also the poutine, and it didn't disappoint.",Positive,didn't disappoint
1316,"The line was long, but it moved quickly.",Positive,moved quickly
1317,We got it to go and ate in the park nearby.,Neutral,
1318,"We center our trips around food, and this is what I'll tell you.",Neutral,
1319,"It is a very good place, but not mind-blowing legendary like the hype wants you to beleive.",Positive,good
1320,I believe the issue is the large flow of people.,Neutral,
1321,"I think the place can make very good chicken, but with the huge lines of people, the process has become a massive assembly line.",Positive,good
1322,"Chicken, fries, on a plate, now you pay and off you go.",Neutral,
1323,Next person!,Neutral,
1324,There is not any attention to detail and the sauce and flavoring was not that great.,Negative,
1325,"Good, but not great.",Positive,good
1326,The chicken had very little of the sauce that they claim is so great.,Positive,great
1327,We went to a small place the next night.,Neutral,
1328,"It is a Portuguese family owned place called Portugalia near Mont Royal Park,  that was mostly food to go.",Neutral,
1329,The guy made the chicken to order on a charcoal grill and asked if you wanted the sauce mild or spicy and took the time to make sure the chicken was properly sauced and grilled.,Neutral,
1330,It was hands-down better than MPM!,Neutral,
1331,We then took our food to the park for a feast.,Neutral,
1332,"My advice is try MPM for the experience, but if you really want better chicken, go to a smaller place where there is more attention to detail.",Neutral,
1333,"My boyfriend and I went to Montreal over New Years, and this was one of the only places on his ""must try"" list that was open and ohhh GOODNESS am I glad it was.",Positive,glad
1334,"In fact, we opted to go to Ma Poule Mouillée in lieu of a more *traditional* poutine.",Neutral,
1335,"We got the ""small poutine"" (which was anything but small) and Le Louis Cyr (which is a half chicken with French fries and a fresh green salad).",Positive,fresh
1336,Both dishes were out of this world.,Neutral,
1337,"The signature spicy sauce was featured in both-- it's tangy, spicy, warm, and, in the poutine, the cheese curds perfectly complimented it.",Positive,perfectly
1338,"The place is small, but we got there at just the right time-- the line wasn't especially long, but the inside was PACKED.",Neutral,
1339,"However, because of the nature of the place, diner turnover is pretty quick-- we were able to snag a window seat and watch a quieter part of this beautiful city.",Neutral,
1340,Come here every time I visit MTL.,Neutral,
1341,Line is almost always out the door!,Neutral,
1342,Chicken is cooked so well!,Neutral,
1343,Definitely get the poutine it's heavenly!,Neutral,
1344,Some of the best food in MTL hands down,Positive,best
1345,Great quality meet and good portion for the cost.,Positive,good
1346,"Would recommend splitting a regular size, it's a ton of food.",Positive,Would recommend
1347,"Best poutine I've had, very moist chicken.",Positive,"Best, moist"
1348,Dude..,Neutral,
1349,"this is it, this is the spot that changed my life.",Neutral,
1350,I seriously don't know how I lived my life before I ate here.,Neutral,
1351,I'm the first to admit that I get a little picky with my chicken but my fiancée is Portuguese and this means I've been introduced to a lot of great chicken places recently and I happily go along.,Positive,great
1352,While driving down Rachel we decided to stop in and I couldn't even look at the menu because my girl had already order half the menu.,Neutral,
1353,"We had the poutine, the chorizo sandwich and the spicy chicken sandwich the sandwich came with a salad as well.",Neutral,
1354,From the second I took a bite of the poutine and got to taste the chicken the chorizo the cheese the gravy all in a perfect bite I was in love.,Positive,"perfect, love"
1355,The poutine is piled high and generously and the chicken and chorizo are so flavourful it still blows my mind.,Positive,flavourful
1356,Moving on to the sandwich the bread is stuffed with either protein and taste really can't compare to anything you get the piripiri spice and the taste from the charcoal grill and it's this perfect little dance that happens in your mouth.,Positive,perfect
1357,You won't have room for dessert I promise but if your like me and wanna make sure you have a little something sweet for when you digest a little later on grab an almond tart and thank me later ;) This is Montreal and the Portuguese community is one of the best they are friendly and happy to feed anyone your doing yourself a disservice if you don't eat here at least once ( a week ).,Positive,"best, friendly, happy"
1358,Came here on my trip to Montreal 1 year ago.,Neutral,
1359,"Having been my first trip here, I would constantly hear how I haddd to try poutine.",Neutral,
1360,"Searching on yelp for the areas near me, this was a clear winner.",Neutral,
1361,"Even as we were parking in the area, we could smell how amazing the food was.",Positive,amazing
1362,We got there around their opening time but even then there was a fairly large line.,Neutral,
1363,"Once we got to the ordering area, the menu options all looked so good.",Positive,good
1364,The cashier recommended one of their larger group poutines since we had 3 guys in our group and we were lucky enough to snag a quick seat inside.,Positive,recommended
1365,The food looked amazing when it came out.,Positive,amazing
1366,It was like the epitome of comfort food all piled into one plate.,Neutral,
1367,"The chicken, fries and gravy were delicious.",Positive,delicious
1368,"The chicken was soft and tender, fries were crispy and gravy was very flavorful.",Positive,"tender, crispy, flavorful"
1369,Strongly recommend anyone visiting this area to try this spot out!,Positive,Strongly recommend
1370,The chicken is amazing!!!!,Positive,amazing
1371,So much flavor in it.,Neutral,
1372,And you get a big portion for the price.,Neutral,
1373,The natas are a bit too sweet for me though,Negative,too sweet
1374,"Chicken was ok, a little dry but not fatty.",Negative,dry
1375,Not as much flavor as I had expected.,Neutral,
1376,"The salad was just ok, the dressing was a little heavy and the lettuce was in large chunks so a bit uncomfortable to eat and had to cut the lettuce smaller with the plastic knife which wasn't easy.",Neutral,
1377,"Poutine was ok but salty, the shining star was the passion fruit soda",Negative,salty
1378,Had to try poutine while in Montréal obviously.,Neutral,
1379,Did chose this one deliberately because of the BBQ chicken and sausage that they add.,Neutral,
1380,I was NOT disappointed.,Positive,NOT disappointed
1381,What an explosion of tastes.,Neutral,
1382,I had poutine one time in Germany and that didn't even come close to what this is!,Neutral,
1383,I ordered the large one while I was alone and that I would not recommend.,Negative,would not recommend
1384,That's way too much.,Neutral,
1385,Tasted amazing though!,Positive,amazing
1386,Lotta love from the Netherlands!,Positive,love
1387,"Came here just for the chicken, like many others we saw the restaurant featured on a Netflix show.",Neutral,
1388,We arrived right around opening time on a Saturday and there was no line up.,Neutral,
1389,"We got a whole chicken, with mild sauce ($16).",Neutral,
1390,"The flavors were good, chicken tender and well seasoned but the sauce is just an oily mess.",Positive,good
1391,This is very difficult to eat as every piece is just dripping in oil and can be challenging to take it home.,Negative,difficult
1392,"For the price and potential line ups, I don't think it's worth it.",Positive,worth it
1393,"Now I did not get to sample any other menu items but if you came just for chicken, there are many other portuguese style rotisserie or grilled chicken joints that offer similar options.",Neutral,
1394,"Per my cousin N's recommendation, we stopped by here with the family and had dinner here.",Neutral,
1395,There was a long line for Ma Poule Mouillee.,Negative,long line
1396,It probably took us around 30 minutes to get in.,Neutral,
1397,Food is cheap here and portions are big.,Positive,cheap
1398,It was approximately 70 CAD to feed the 8 people.,Neutral,
1399,I definitely recommend you stop by here if you are craving for some poutine.,Positive,recommend
1400,We ordered the following: - Portuguese Chicken - Chicken was delicious and the meat was tender.,Neutral,
1401,- Salad Matilde (Chicken Salad) Great to share between 2 people.,Positive,Great
1402,"- Combo Veronique (fries, salad, grilled chicken combo) Huge portion.",Positive,Huge
1403,Note that the fries that come in this combo is not the poutine ones.,Neutral,
1404,It's just plain fries.,Neutral,
1405,"- Poutine with cheese, chicken, and chorizo - This is the highlight of Ma Poule Mouillee.",Positive,highlight
1406,The poutine is slightly spicy but nothing you shouldn't be able to handle.,Neutral,
1407,It has a nice kick in the mouth.,Positive,nice
1408,It's a bit on the salty side so remember to have a beverage on hand.,Negative,salty
1409,- Portuguese Tarts - Decided to try some Portuguese tarts per Yelp's recommendation and they were just OK.,Neutral,
1410,I was a little let down by this because I had such high hopes for this.,Neutral,
1411,This was too sweet for me.,Negative,too sweet
1412,I mean like half a tart was more than enough for me.,Neutral,
1413,The center of the tart is very eggy and pudding like.,Neutral,
1414,The crust was layered but it was slightly chewy.,Neutral,
1415,I am not sure if the chewiness is attributed to the fact that the tart has been baked earlier in the day and sitting on the counter for a while.,Neutral,
1416,I actually like the Chinese Portuguese Tart from Taipan in NYC more.,Neutral,
1417,The Chinese version is more layered and flakier.,Neutral,
1418,It's has a nice crunch and it's also less sweet.,Positive,nice
1419,Holy cow!,Neutral,
1420,We were on our last day in Montreal and somehow hadn't heard that Portuguese chicken was a thing here.,Neutral,
1421,Thank goodness we caught it just in time!,Neutral,
1422,"We planned to hit La Banquise (for poutine) while in the area, so we went with just chicken and half a sausage.",Neutral,
1423,"While I watched others in line before us get their plates piled high with everything (meat, salad & fries/potatoes), I already knew we were missing out by not getting the full plate.",Neutral,
1424,"The chicken was amazing- juicy with crispy skin, and the sauce was something special.",Positive,"amazing, juicy, crispy"
1425,"We got ours on the side because we didn't know how ""spicy"" it was actually going to be.",Neutral,
1426,It was perfect!,Positive,perfect
1427,"Can't wait to get back and actually go for a full meal, sides & all!",Neutral,
1428,"Went to Ma Poule Mouillée tonight, after watching ""Somebody Feeds Phil"", Montreal.",Neutral,
1429,Well.,Neutral,
1430,"No disrespect to Phil Rosenthal, but this was a most underwhelming food experience.",Neutral,
1431,"We ordered a chicken breast, a chicken sandwich, and the poutine Phil was so raving about.",Neutral,
1432,The chicken was ok.,Neutral,
1433,"Good, not great.",Positive,good
1434,We've eaten at other Portuguese chicken joints in Montreal in the past and have enjoyed much better chicken.,Neutral,
1435,"The fries looked promising, but ended up disappointing as well.",Negative,disappointing
1436,The meal came with a small salad swimming in vinaigrette.,Neutral,
1437,"The sandwich was also good, just not up to Phil's exuberant approval.",Positive,good
1438,"After a first promising bite, it turned out to be not much better than a similar sandwich from Saint-Hubert.",Neutral,
1439,The poutine was extremely salty and lacked any taste.,Negative,salty
1440,"The sauce was tepid, and -gasp!- the cheese did not squeak on the teeth.",Neutral,
1441,Ordinary.,Neutral,
1442,Very.,Neutral,
1443,If there's a chicken dinner worth waiting 30 min outside in snowy Montreal for...,Neutral,
1444,It's this chicken.,Neutral,
1445,"The lines are long, ordering is a stressful, frantic process, and hunting for a seat can become hunger games-like.",Neutral,
1446,But...,Neutral,
1447,Man this chicken is damn good.,Positive,good
1448,"I've never had Portuguese chicken before and it reminded me of latin-style rotisserie chicken - juicy, tender, flavorful - but with a unique spicy red sauce!",Positive,"juicy, tender, flavorful"
1449,We ordered a half chicken plate with fries and salad as well as a poutine with chicken and chorizo.,Neutral,
1450,We'd been advised by a local to get poutine here and it was a great way to try poutine!,Positive,great
1451,The chorizo was also tender and tasty.,Positive,"tender, tasty"
1452,"But to be honest, the chicken and the chicken alone is really the star here.",Neutral,
1453,On future visits I'll definitely be ordering chicken and only chicken.,Neutral,
1454,But with extra sauce of course!,Neutral,
1455,I know this has been said before and I just need to chime in once more ..,Neutral,
1456,this place is bursting with flavour ..,Neutral,
1457,If you know the area real well..,Neutral,
1458,you know there's a police station right across and to be quite frank the police officers have it GOOD!!!!!!,Positive,good
1459,They're really fortunate to have Ma poule Moillée from walking distance ahaha Atmosphere: Welll before I even Entered the resto I could smell the delicious chicken from my car it was so intense!,Positive,"fortunate, delicious"
1460,I swear I feel like they made the entire street smell with awesomeness so people get lured in on purpose ahaha ..,Neutral,
1461,this place was packed and it was my first time trying out ..,Neutral,
1462,I wonder how busy they are at lunch time  on a regular weekday Food: 5+++++++++ Portuguese chicken Was very tender and as per my expectations they were completely met ..,Positive,tender
1463,it was insanely flavourful cooked on a charcoal grill !,Positive,flavourful
1464,I love Portuguese chicken and they just nailed it and hit the spot!,Positive,love
1465,My poutine 5+++++ waaaw it was amazing and so filling..,Positive,amazing
1466,I didn't know the portions were so large I was amazed.,Neutral,
1467,The chorizo sausage could be a bit better It was a tad overcooked and chewy but thats ok...,Negative,overcooked
1468,the flavours were so amazing definitely worth getting it for the price.,Positive,amazing
1469,I love how the cheese curds are hidden inside the poutine so they have a chance to melt and get gooey mmmmm The Chicken Sandwich: My oh my 5++++Starssssss Chicken was so moist but most of all the actual bun was coated with Flavour ..,Positive,"love, moist"
1470,Correct me if I'm wrong but I totally hinted the bread being french Toasted prior and I taste the egg and softness Of the sandwich woow it was Perfect !,Positive,Perfect
1471,Chicken was the actual highlight and I strongly recommend you trying it out Service: A1 very fast and super perfect...,Positive,"highlight, strongly recommend, perfect"
1472,it was a full house but the staff were well organized and managed to keep the orders rolling definitely experienced.,Neutral,
1473,Friendly staff and superb service Cost: Cheappppp and Insanely large portions don't ever change please :D 12$ for a huge poutine Half Chicken for 14$ came with fries and salad Chicken sandwich with rice 12$ Parking: super challenging as it's hit and miss downtown lol parking meters are all full and hard to get a hold of one but it didn't stop me from getting here Overall I definitely recommend this place for Portuguese chicken it's insanely delicious and flavourful and you won't be disappointed ..,Positive,"Friendly, huge, recommend, delicious, flavourful"
1474,ohh and Wayyyyy wayyy wayyyy wayyyy better then Romados ;),Neutral,
1475,One of the best chickens we have ever had!,Positive,best
1476,"Man, that's some delicious chicken, and the portions are huge!",Positive,"delicious, huge"
1477,"That sauce they are smothered with is tremendous, so yeah, you'll be dragging the fries along the bottom of the cardboard box to get them properly saucy and yummy by the end of your meal, as you struggle to find room in your stomach for everything.",Neutral,
1478,We also had the traditional pasteis de nata and they were great as well.,Positive,great
1479,"We had to get them to go and eat them way later, but they are a delicious custard treat at any time of the day.",Positive,delicious
1480,This is a popular place but the line moves fast as you just order off the menu on the wall.,Positive,moves fast
1481,The website helps with pictures if you don't understand French.,Neutral,
1482,Omg y'all the hype is REAL.,Neutral,
1483,Ma Poule Mouillée legit has some of the best dang Portuguese chicken I have ever eaten and I am so glad that I dragged my boyfriend here for a second lunch our last day in Montreal.,Positive,"best, glad"
1484,It was 100% worth the line and 10/10 would do it again in a heartbeat.,Neutral,
1485,"We both ordered the P'tit Talbot, which is their signature chicken sandwich in the most delish sauce.",Neutral,
1486,"Thankfully we only waited about 10 minutes to place our order at the counter (don't be discouraged if you see a line--we almost were because it looked endless, but it truly moved really, really quickly) and another 5 minutes to get our order, so within 15 minutes, we were able to get our hands on these orgasmic sandwiches.",Neutral,
1487,Honestly I can say that the P'tit Talbot is one of the best sandwiches I've had the pleasure of devouring.,Positive,best
1488,"The chicken was so flavorful and juicy and plentiful and the bread perfectly soaked up the sauce, so each bite was chock full of deliciousness.",Positive,"flavorful, juicy, perfectly"
1489,"The sauce was so good, in fact, that I actually did end up leaving with a bottle of it to take back home to the states.",Positive,good
1490,Merry Christmas to me!,Neutral,
1491,The only negative about this place is how dang far it is from me.,Neutral,
1492,"Any chance you guys could open up a store in NYC, Ma Poule Mouillée?!",Neutral,
1493,Thxxxxx.,Neutral,
1494,Best rotisserie chicken on the planet!!,Positive,Best
1495,The long line getting in is well worth the wait!,Positive,worth the wait
1496,We got the Portuguese poutine to share and thought it was just ok.,Neutral,
1497,Maybe poutines are just not really our thing but we felt like over all it was really heavy.,Neutral,
1498,The fries could've been a bit more crispy and the piri piri sauce was not spicy at all.,Positive,crispy
1499,The chicken needed to be more charred on the grill to add some texture.,Neutral,
1500,We also got a coconut pasteis de bats and a flan.,Neutral,
1501,"The flan ""broke"" and was spongy while the coconut egg tart was a bit better.",Neutral,
1502,Nice enough of a spot but the food is honestly just ok ‍,Neutral,
1503,Wanted to check out banquise across the street but to my surprise every other Montrealer was feeling the same way.,Neutral,
1504,Instead of waiting in line my friend noticed this spot across the street where she had it at work.,Neutral,
1505,"Extremely fast past environment, the menu is written on a chalk board at the front of the store.",Neutral,
1506,They have buckets on buckets on fries and chickens being cooked 24/7.,Neutral,
1507,"I got a small poutine which had Portuguese chicken and chorizo, very good but needs more cheese as that's the only thing that was lacking from this wonderful flavourful meal.",Positive,good
1508,The line is insane but it's worth it.,Positive,worth it
1509,We loved everything we got.,Positive,loved
1510,We got the poutine with the chorizo and the Portuguese chicken and fries.,Neutral,
1511,Everything was a 10/10.,Neutral,
1512,I will be dreaming about the hot sauce.,Neutral,
1513,"Came to this place on a recommendation that it's cheap, tasty, and huge portions.",Positive,"cheap, tasty, huge"
1514,"It was raining outside, but there was still a small line leading out the door.",Neutral,
1515,"The other option was a fondue place across this street and this poutine place with 100 people in line, so we decided to stick with this option.",Neutral,
1516,And it was an excellent choice.,Positive,excellent
1517,This restaurant is pretty much self service.,Neutral,
1518,"Enter, place an order, proceed down the counter to pickup your order.",Neutral,
1519,"One section for walk-in, another section for phone orders.",Neutral,
1520,Just look at the signs hanging from the ceilings for instructions.,Neutral,
1521,Don't forget to grab a jug of water and some cups.,Neutral,
1522,You should also clean up when you're done.,Neutral,
1523,Getting a table might be a bit tricky.,Negative,"Getting a table, a bit tricky, bit tricky"
1524,We were fortunate that a family was finishing up.,Neutral,
1525,You might consider just getting it to go if you know a place to sit down.,Negative,"getting it to go, place to sit"
1526,Their specialty is Portuguese roasted chicken.,Neutral,
1527,You can see their kitchen with 50 chickens on the grill at the same time.,Neutral,
1528,"You can get chicken on its own, or with fries and salad.",Neutral,
1529,They also offer chorizo as well as poutine that comes with their chicken.,Neutral,
1530,The chicken is really cheap.,Positive,really cheap
1531,"You can get half a chicken on its own for $11, or a whole chicken on its own for $14.",Neutral,
1532,"Talk about upsizing, why would you not get the whole chicken?",Neutral,
1533,"We had three legs, wings, thighs, and a back.",Neutral,
1534,Or something like that.,Neutral,
1535,"Meat was very tender and juicy, and the marinating was amazing.",Positive,"tender, juicy, amazing"
1536,"They have a basic poutine for $8, or you can get their deluxe poutine for $13 for this massive plate of poutine filled with potatoes, chicken, cheese curds, chorizo, and their special gravy.",Neutral,
1537,"Do not underestimate the size of the poutine, you can probably split it between 3 or 4 people easily.",Neutral,
1538,Comes with a lot of chunks of chicken as well.,Neutral,
1539,Definitely worth trying.,Neutral,
1540,"I later found out that the poutine place across the street had over 1000 yelp reviews, but whatever, you will not be disappointed coming here.",Positive,
1541,"Well, maybe if you were looking for somewhere romantic.",Neutral,
1542,"Why isn't the slogan for Montreal, ""Come for the Poutine, Stay for the Portuguese Chicken!"" What in the hell did I just eat.",Neutral,
1543,Well let me tell ya.,Neutral,
1544,It was smoky.,Neutral,
1545,It just juicy.,Positive,juicy
1546,It was flavorful.,Positive,flavorful
1547,It was not enough lol.,Negative,not enough
1548,The linguica sausage was mmmmmmmm too.,Neutral,
1549,But the real star.,Neutral,
1550,The real MVP.,Neutral,
1551,It was the spicy sauce.,Neutral,
1552,Not too spicy at all though.,Neutral,
1553,Just perfect.,Positive,perfect
1554,Please put it in a pint and give me a straw ok.,Neutral,
1555,I don't care who's watching honestly.,Neutral,
1556,I found myself dipping burnt crispy chicken skin in this sauce and smiling like a kid on Christmas morning.,Positive,crispy
1557,"Pro Tip btw, get the sauce on the side because that's the best way to not have your chicken skin sog out and still dip your chicken in and control your sauce to chicken ratio.",Positive,best
1558,Wow I can't believe I just typed out that sentence.,Neutral,
1559,"Anyways, I'm not one for dessert but I am one for trying indigenous foods done right when I have the chance.",Neutral,
1560,So save room for the Nata sweet egg custard pastry.,Neutral,
1561,What a way to top off the meal.,Neutral,
1562,The best Portuguese Rotisserie Chicken!!,Positive,best
1563,Huge  portions and unbelievable deals here.,Positive,Huge
1564,"As soon as you walk in the door, you smell the aroma of BBQ grilled chicken.",Neutral,
1565,You can see racks of chicken in the Rotisserie.,Neutral,
1566,This is a small eatery with counter type service.,Neutral,
1567,A small eating area with a few tables and counter seating.,Neutral,
1568,A half chicken dinner with 3 sides for only $11.,Neutral,
1569,The portions were so big...,Neutral,
1570,it's enough for sharing.,Neutral,
1571,A whole chicken a la carte is only $14.,Neutral,
1572,The chicken is so tasty and even the white meat is juicy & tender.,Positive,"tasty, juicy, tender"
1573,This chicken is amazing...,Positive,amazing
1574,I got the poutine with chicken and chorizo.,Neutral,
1575,The chicken was pretty standard.,Neutral,
1576,"Although it was impressive to see the rotating skewers of meat behind the counter, I didn't get much of a flavor from the meat that ended up on my plate.",Positive,impressive
1577,"The chorizo also had a funky taste that didn't mesh well with the whole dish, and I found myself picking them out to set aside.",Neutral,
1578,"Combined with the gravy, the dish was also a little over-salted.",Neutral,
1579,"I ordered the petite, which was still a huge portion and an excellent value if you're looking to split with someone.",Positive,"huge, excellent"
1580,"The cheese curds in the poutine were tasty, the fries pretty average - maybe I'm not a poutine person because nothing really blew me away.",Positive,tasty
1581,"I visited after the lunch rush, sometime in the afternoon.",Neutral,
1582,Fortunately I didn't encounter a line.,Neutral,
1583,MY FAVOrite place to get POUTINES!!!,Positive,FAVOrite
1584,so much good food for $10 I'm shook!,Positive,good
1585,The place was packed and understandably so!,Neutral,
1586,The fries melted with the gravy and juicy chicken meat.,Positive,juicy
1587,Gosh if I wasn't so full I would have devoured.,Neutral,
1588,It was a crowded space but we were able to sit and had water too.,Negative,crowded
1589,Their servers were nice and desserts are also available here.,Positive,nice
1590,I would come back!!,Neutral,
1591,Was between this and the poutine store across.,Neutral,
1592,Decided to choose this and IS HAPPY WITH IT!,Positive,HAPPY
1593,It was a fantastic place.,Positive,fantastic
1594,"Savory, delicious in every bite.",Positive,delicious
1595,South American flavors added.,Neutral,
1596,They had bathrooms!,Neutral,
1597,@ayoxannna,Neutral,
1598,Went here around 5pm thinking that we'll beat the line but we were wrong.,Neutral,
1599,We had to wait about half an hour.,Neutral,
1600,We were contemplating if we should get the chicken and chorizo in Salad or poutine version.,Neutral,
1601,We ended up getting the large  poutine and the size is as big as my head!,Neutral,
1602,Most of the dish is made up of the fries though.,Neutral,
1603,I like the dish overall but I wished they give more chicken.,Neutral,
1604,Get the spicy sauce to help balance the poutine sauce.,Neutral,
1605,"Else, it may tastes monotonous after a while.",Neutral,
1606,Two of us were not able finish one large poutine.,Neutral,
1607,"If you want to avoid too much carb and want more chicken, get the non poutine version!",Neutral,
